open_time,close,log_return
2025-10-20 15:01:00,111178.38,2.761366362044488e-05
2025-10-20 15:02:00,111195.32,0.0001523561467275
2025-10-20 15:03:00,111262.57,0.0006046088277525
2025-10-20 15:04:00,111287.1,0.0002204451716269
2025-10-20 15:05:00,111324.11,0.0003325079661621
2025-10-20 15:06:00,111364.78,0.0003652629500482
2025-10-20 15:07:00,111521.82,0.001409147306174
2025-10-20 15:08:00,111536.09,0.0001279488364206
2025-10-20 15:09:00,111532.91,-2.85113574741822e-05
2025-10-20 15:10:00,111512.25,-0.0001852539643459
2025-10-20 15:11:00,111592.09,0.0007157189627794
2025-10-20 15:12:00,111550.0,-0.0003772484204945
2025-10-20 15:13:00,111409.88,-0.0012569079104903
2025-10-20 15:14:00,111034.91,-0.003371356597387
2025-10-20 15:15:00,111127.67,0.0008350641713864
2025-10-20 15:16:00,111126.37,-1.1698325033987191e-05
2025-10-20 15:17:00,111170.28,0.0003950576904429
2025-10-20 15:18:00,111246.4,0.0006844810647468
2025-10-20 15:19:00,111233.39,-0.0001169544435008
2025-10-20 15:20:00,111259.01,0.0002303000022762
2025-10-20 15:21:00,111189.16,-0.0006280114805684
2025-10-20 15:22:00,111155.96,-0.0002986348452058
2025-10-20 15:23:00,111246.39,0.0008132108764455
2025-10-20 15:24:00,111294.78,0.0004348858304524
2025-10-20 15:25:00,111298.43,3.279525013661971e-05
2025-10-20 15:26:00,111296.96,-1.32078207011175e-05
2025-10-20 15:27:00,111257.95,-0.0003505651742261
2025-10-20 15:28:00,111278.62,0.0001857672207263
2025-10-20 15:29:00,111294.34,0.0001412570514058
2025-10-20 15:30:00,111202.85,-0.0008223924549918
2025-10-20 15:31:00,111206.82,3.569988661394546e-05
2025-10-20 15:32:00,111306.95,0.0008999893063571
2025-10-20 15:33:00,111325.89,0.0001701456087582
2025-10-20 15:34:00,111312.43,-0.0001209135966927
2025-10-20 15:35:00,111316.54,3.692241850158865e-05
2025-10-20 15:36:00,111304.55,-0.0001077166589345
2025-10-20 15:37:00,111328.41,0.0002143438248439
2025-10-20 15:38:00,111359.64,0.0002804820483608
2025-10-20 15:39:00,111353.7,-5.334211234417198e-05
2025-10-20 15:40:00,111288.31,-0.0005874003911496
2025-10-20 15:41:00,111296.55,7.403917772108512e-05
2025-10-20 15:42:00,111337.45,0.0003674191764071
2025-10-20 15:43:00,111376.87,0.0003539961005799
2025-10-20 15:44:00,111382.26,4.839307821900516e-05
2025-10-20 15:45:00,111356.91,-0.0002276204953932
2025-10-20 15:46:00,111349.96,-6.241388065171018e-05
2025-10-20 15:47:00,111413.54,0.0005708296172975
2025-10-20 15:48:00,111509.17,0.0008579655779903
2025-10-20 15:49:00,111492.3,-0.0001512994513639
2025-10-20 15:50:00,111570.0,0.0006966663855128
2025-10-20 15:51:00,111606.2,0.000324407354525
2025-10-20 15:52:00,111644.53,0.0003433807394639
2025-10-20 15:53:00,111524.49,-0.0010757766609075
2025-10-20 15:54:00,111458.44,-0.0005924220471205
2025-10-20 15:55:00,111287.32,-0.0015364605248937
2025-10-20 15:56:00,111351.02,0.0005722285006094
2025-10-20 15:57:00,111233.28,-0.0010579363502413
2025-10-20 15:58:00,111272.27,0.0003504631718091
2025-10-20 15:59:00,111144.55,-0.0011484744187825
2025-10-20 16:00:00,110800.0,-0.0031048320563667
2025-10-20 16:01:00,110650.9,-0.00134657409412
2025-10-20 16:02:00,110867.79,0.0019582101113631
2025-10-20 16:03:00,110772.06,-0.000863833881433
2025-10-20 16:04:00,110853.09,0.0007312347322548
2025-10-20 16:05:00,111149.1,0.0026667320301832
2025-10-20 16:06:00,110958.12,-0.0017197103909281
2025-10-20 16:07:00,111042.71,0.0007620692597754
2025-10-20 16:08:00,111022.22,-0.0001845406211431
2025-10-20 16:09:00,111050.39,0.0002537008066964
2025-10-20 16:10:00,111142.58,0.0008298192808725
2025-10-20 16:11:00,111271.13,0.001155954049005
2025-10-20 16:12:00,111283.42,0.0001104448326263
2025-10-20 16:13:00,111143.33,-0.0012596508155932
2025-10-20 16:14:00,111069.08,-0.0006682795327527
2025-10-20 16:15:00,110932.05,-0.0012344983775771
2025-10-20 16:16:00,111058.42,0.0011385174656398
2025-10-20 16:17:00,111139.16,0.0007267406202497
2025-10-20 16:18:00,111199.99,0.0005471821001183
2025-10-20 16:19:00,111200.0,8.992806161724325e-08
2025-10-20 16:20:00,111096.44,-0.0009317288886125
2025-10-20 16:21:00,111092.21,-3.8075752298843816e-05
2025-10-20 16:22:00,111089.81,-2.1603908364006043e-05
2025-10-20 16:23:00,111148.13,0.000524842889911
2025-10-20 16:24:00,111114.11,-0.0003061248754235
2025-10-20 16:25:00,111161.38,0.0004253280531525
2025-10-20 16:26:00,111250.04,0.000797261262
2025-10-20 16:27:00,111183.25,-0.0006005396225294
2025-10-20 16:28:00,110979.01,-0.0018386566425711
2025-10-20 16:29:00,110981.0,1.7931157960121974e-05
2025-10-20 16:30:00,110842.7,-0.0012469363545884
2025-10-20 16:31:00,110804.63,-0.0003435186913766
2025-10-20 16:32:00,110815.26,9.59300179072395e-05
2025-10-20 16:33:00,110724.01,-0.000823781762577
2025-10-20 16:34:00,110757.17,0.0002994385369246
2025-10-20 16:35:00,110787.12,0.0002703748327926
2025-10-20 16:36:00,110788.18,9.567853456623758e-06
2025-10-20 16:37:00,110796.26,7.292930860660286e-05
2025-10-20 16:38:00,110667.15,-0.0011659715221307
2025-10-20 16:39:00,110633.74,-0.0003019418516918
2025-10-20 16:40:00,110815.8,0.001644257567822
2025-10-20 16:41:00,110892.97,0.0006961384803716
2025-10-20 16:42:00,110859.68,-0.0003002444412735
2025-10-20 16:43:00,110497.98,-0.0032680172162194
2025-10-20 16:44:00,110469.94,-0.000253792497576
2025-10-20 16:45:00,110272.89,-0.0017853359254311
2025-10-20 16:46:00,110283.23,9.376298429241004e-05
2025-10-20 16:47:00,110260.0,-0.0002106616474774
2025-10-20 16:48:00,110115.63,-0.0013102176556724
2025-10-20 16:49:00,110204.0,0.0008021981948589
2025-10-20 16:50:00,110279.53,0.0006851305669361
2025-10-20 16:51:00,110392.2,0.0010211549054392
2025-10-20 16:52:00,110384.42,-7.047847732450254e-05
2025-10-20 16:53:00,110449.53,0.0005896738421483
2025-10-20 16:54:00,110420.49,-0.0002629600899871
2025-10-20 16:55:00,110440.68,0.0001828297844861
2025-10-20 16:56:00,110506.6,0.0005967034484962
2025-10-20 16:57:00,110537.11,0.0002760540003038
2025-10-20 16:58:00,110663.25,0.0011405045965844
2025-10-20 16:59:00,110683.19,0.0001801700542728
2025-10-20 17:00:00,110745.71,0.0005646959512635
2025-10-20 17:01:00,110788.82,0.000389194411762
2025-10-20 17:02:00,110779.9,-8.051678057112843e-05
2025-10-20 17:03:00,110856.87,0.0006945598701359
2025-10-20 17:04:00,110877.54,0.0001864392636205
2025-10-20 17:05:00,110867.09,-9.425256438211916e-05
2025-10-20 17:06:00,111045.47,0.0016076605886541
2025-10-20 17:07:00,110872.63,-0.00155769209405
2025-10-20 17:08:00,110783.61,-0.0008032257949164
2025-10-20 17:09:00,110696.71,-0.000784719874518
2025-10-20 17:10:00,110632.82,-0.0005773292138161
2025-10-20 17:11:00,110558.45,-0.0006724497110799
2025-10-20 17:12:00,110522.41,-0.0003260345587514
